X1,X2
Eastern Ill.,SIUE
UT Martin,SIUE
SIUE,Tennessee St.
Belmont,SIUE
SIUE,Tennessee Tech
Jacksonville St.,SIUE
Morehead St.,SIUE
SMU,Northwestern St.
Southern Miss.,SMU
SMU,Western Caro.
Lipscomb,SMU
Bradley,SMU
SMU,Wright St.
SMU,Lamar University
SMU,McNeese
SMU,Oral Roberts
TCU,SMU
SMU,Georgetown
SMU,Cornell
SMU,East Carolina
SMU,Tulane
UConn,SMU
SMU,Tulsa
Houston,SMU
Memphis,SMU
SMU,Tulane
Wichita St.,SMU
Cincinnati,SMU
South Fla.,SMU
UCF,SMU
Temple,SMU
SMU,UConn
UCF,SMU
Cincinnati,SMU
Wichita St.,SMU
Houston,SMU
SMU,South Fla.
SMU,Tulsa
Cincinnati,SMU
Auburn,South Alabama
South Alabama,Chattanooga
Jacksonville,South Alabama
South Alabama,Southeast Mo. St.
Texas A&M,South Alabama
Southern Miss.,South Alabama
South Alabama,Florida A&M
New Orleans,South Alabama
South Alabama,Tulane
South Alabama,Alabama A&M
Richmond,South Alabama
South Alabama,Appalachian St.
South Alabama,Coastal Caro.
Arkansas St.,South Alabama
Little Rock,South Alabama
Georgia St.,South Alabama
Ga. Southern,South Alabama
Louisiana,South Alabama
South Alabama,La.-Monroe
South Alabama,Troy
South Alabama,Arkansas St.
Little Rock,South Alabama
Ga. Southern,South Alabama
Georgia St.,South Alabama
South Alabama,Troy
UT Arlington,South Alabama
South Alabama,Texas St.
Coastal Caro.,South Alabama
South Alabama,Appalachian St.
South Alabama,Arkansas St.
South Alabama,Louisiana
Texas St.,South Alabama
South Carolina,USC Upstate
Stony Brook,South Carolina
South Carolina,Norfolk St.
Providence,South Carolina
South Carolina,George Washington
Wofford,South Carolina
South Carolina,Coastal Caro.
Wyoming,South Carolina
Michigan,South Carolina
Virginia,South Carolina
Clemson,South Carolina
South Carolina,Florida
South Carolina,Mississippi St.
South Carolina,Missouri
South Carolina,Vanderbilt
LSU,South Carolina
South Carolina,Auburn
Oklahoma St.,South Carolina
Tennessee,South Carolina
South Carolina,Georgia
Kentucky,South Carolina
South Carolina,Arkansas
Tennessee,South Carolina
South Carolina,Texas A&M
South Carolina,Ole Miss
Mississippi St.,South Carolina
Alabama,South Carolina
Missouri,South Carolina
South Carolina,Texas A&M
South Carolina,Georgia
Auburn,South Carolina
Tulsa,South Carolina St.
Charleston So.,South Carolina St.
Cleveland St.,South Carolina St.
Ohio St.,South Carolina St.
Purdue Fort Wayne,South Carolina St.
Samford,South Carolina St.
Col. of Charleston,South Carolina St.
Jacksonville,South Carolina St.
Virginia Tech,South Carolina St.
Liberty,South Carolina St.
USC Upstate,South Carolina St.
Miami (OH),South Carolina St.
Cincinnati,South Carolina St.
Presbyterian,South Carolina St.
N.C. A&T,South Carolina St.
South Carolina St.,Morgan St.
South Carolina St.,Coppin St.
Howard,South Carolina St.
Norfolk St.,South Carolina St.
Savannah St.,South Carolina St.
UMES,South Carolina St.
Delaware St.,South Carolina St.
South Carolina St.,Morgan St.
South Carolina St.,Coppin St.
Bethune-Cookman,South Carolina St.
South Carolina St.,Florida A&M
N.C. A&T,South Carolina St.
N.C. Central,South Carolina St.
Bethune-Cookman,South Carolina St.
Savannah St.,South Carolina St.
South Carolina St.,UMES
Norfolk St.,South Carolina St.
South Dakota,Northern Ariz.
High Point,South Dakota
Air Force,South Dakota
South Dakota,UMBC
Baylor,South Dakota
South Dakota,CSU Bakersfield
Colorado,South Dakota
UMKC,South Dakota
South Dakota,Colorado St.
Kansas,South Dakota
Southern Miss.,South Dakota
North Dakota St.,South Dakota
South Dakota,Denver
South Dakota St.,South Dakota
South Dakota,Purdue Fort Wayne
Oral Roberts,South Dakota
Omaha,South Dakota
South Dakota,North Dakota
Western Ill.,South Dakota
Purdue Fort Wayne,South Dakota
Omaha,South Dakota
Oral Roberts,South Dakota
NA,NA
South Dakota,Denver
South Dakota St.,South Dakota
South Dakota,North Dakota St.
South Dakota,North Dakota
Purdue Fort Wayne,South Dakota
South Dakota St.,Grand Canyon
South Dakota St.,Alabama St.
FGCU,South Dakota St.
Tulane,South Dakota St.
South Dakota St.,UTSA
South Dakota St.,Colorado St.
South Dakota St.,UMKC
South Dakota St.,UNI
Memphis,South Dakota St.
South Dakota St.,Southern U.
South Dakota St.,Savannah St.
Nevada,South Dakota St.
South Dakota St.,Eastern Wash.
Montana,South Dakota St.
South Dakota St.,Western Ill.
Purdue Fort Wayne,South Dakota St.
South Dakota St.,South Dakota
South Dakota St.,Denver
South Dakota St.,Oral Roberts
South Dakota St.,North Dakota
South Dakota St.,North Dakota St.
South Dakota St.,Omaha
South Dakota St.,Oral Roberts
South Dakota St.,Denver
South Dakota St.,North Dakota
Omaha,South Dakota St.
NA,NA
South Dakota St.,Purdue Fort Wayne
South Dakota St.,South Dakota
South Dakota St.,Western Ill.
Western Ill.,South Dakota St.
South Fla.,Alabama A&M
South Fla.,Austin Peay
South Fla.,Ohio
Georgetown,South Fla.
South Fla.,Florida A&M
The Citadel,South Fla.
South Fla.,Stetson
South Fla.,Colgate
NA,NA
South Fla.,Appalachian St.
South Fla.,FIU
South Fla.,Alcorn
South Fla.,Fairleigh Dickinson
South Fla.,UConn
Tulsa,South Fla.
South Fla.,Tulane
Temple,South Fla.
Cincinnati,South Fla.
Houston,South Fla.
South Fla.,Wichita St.
South Fla.,East Carolina
NA,NA
South Fla.,SMU
South Fla.,East Carolina
UCF,South Fla.
Temple,South Fla.
Houston,South Fla.
UCF,South Fla.
UConn,South Fla.
South Fla.,Tulane
SMU,South Fla.
UConn,South Fla.
Saint Louis,Southeast Mo. St.
Bradley,Southeast Mo. St.
Southeast Mo. St.,Jacksonville
Southeast Mo. St.,Chattanooga
South Alabama,Southeast Mo. St.
Western Ill.,Southeast Mo. St.
Southeast Mo. St.,Mississippi Val.
Southern Ill.,Southeast Mo. St.
The Citadel,Southeast Mo. St.
Florida St.,Southeast Mo. St.
Abilene Christian,Southeast Mo. St.
SIUE,Southeast Mo. St.
Southeast Mo. St.,UT Martin
Austin Peay,Southeast Mo. St.
Murray St.,Southeast Mo. St.
Morehead St.,Southeast Mo. St.
Eastern Ky.,Southeast Mo. St.
SIUE,Southeast Mo. St.
Southeast Mo. St.,Eastern Ill.
Belmont,Southeast Mo. St.
Tennessee St.,Southeast Mo. St.
Southeast Mo. St.,Tennessee Tech
Jacksonville St.,Southeast Mo. St.
UT Martin,Southeast Mo. St.
Southeast Mo. St.,Eastern Ill.
Austin Peay,Southeast Mo. St.
Murray St.,Southeast Mo. St.
Southeast Mo. St.,Tennessee St.
Belmont,Southeast Mo. St.
LSU,Southeastern La.
Nebraska,Southeastern La.
Texas Tech,Southeastern La.
Southeastern La.,Stetson
Mississippi Val.,Southeastern La.
Southeastern La.,Tulane
Ole Miss,Southeastern La.
California Baptist,Southeastern La.
Grambling,Southeastern La.
Bradley,Southeastern La.
Louisiana,Southeastern La.
SFA,Southeastern La.
Central Ark.,Southeastern La.
Abilene Christian,Southeastern La.
Southeastern La.,Lamar University
Southeastern La.,McNeese
Southeastern La.,Houston Baptist
Southeastern La.,Northwestern St.
Sam Houston St.,Southeastern La.
Southeastern La.,Nicholls St.
Southeastern La.,A&M-Corpus Christi
Southeastern La.,Central Ark.
Southeastern La.,Incarnate Word
Southeastern La.,McNeese
New Orleans,Southeastern La.
Southeastern La.,Abilene Christian
Southeastern La.,Northwestern St.
Southeastern La.,New Orleans
Nicholls St.,Southeastern La.
Southeastern La.,Central Ark.
Abilene Christian,Southeastern La.
Southern California,Robert Morris
Vanderbilt,Southern California
Southern California,Stetson
Texas Tech,Southern California
Southern California,Missouri St.
Southern California,CSU Bakersfield
Southern California,Long Beach St.
Nevada,Southern California
TCU,Southern California
Oklahoma,Southern California
Santa Clara,Southern California
Southern California,Southern Utah
Southern California,UC Davis
Southern California,California
Southern California,Stanford
Oregon St.,Southern California
Oregon,Southern California
Southern California,UCLA
Southern California,Arizona
Southern California,Arizona St.
Washington,Southern California
Southern California,Washington St.
Utah,Southern California
Colorado,Southern California
Stanford,Southern California
Southern California,California
Southern California,Oregon
Oregon St.,Southern California
UCLA,Southern California
Utah,Southern California
Colorado,Southern California
Southern California,Arizona
Washington,Southern California
Kentucky,Southern Ill.
Buffalo,Southern Ill.
Southern Ill.,Ark.-Pine Bluff
Southern Ill.,Howard
Massachusetts,Southern Ill.
Southern Ill.,Tulsa
Southern Ill.,Colorado St.
Southern Ill.,SIUE
Southern Ill.,Saint Louis
Southern Ill.,Southeast Mo. St.
Murray St.,Southern Ill.
Buffalo,Southern Ill.
Winthrop,Southern Ill.
Southern Ill.,Missouri St.
Southern Ill.,UNI
Drake,Southern Ill.
Valparaiso,Southern Ill.
Illinois St.,Southern Ill.
Bradley,Southern Ill.
Southern Ill.,UNI
Loyola Chicago,Southern Ill.
Southern Ill.,Indiana St.
Southern Ill.,Bradley
Missouri St.,Southern Ill.
Southern Ill.,Evansville
Drake,Southern Ill.
Southern Ill.,Indiana St.
Valparaiso,Southern Ill.
Southern Ill.,Loyola Chicago
NA,NA
Southern Ill.,Illinois St.
UNI,Southern Ill.
Southern Miss.,SMU
Southern Miss.,Troy
North Florida,Southern Miss.
Southern Miss.,Western Caro.
Southern Miss.,South Alabama
Wichita St.,Southern Miss.
Kansas St.,Southern Miss.
Southern Miss.,South Dakota
Louisiana Tech,Southern Miss.
Rice,Southern Miss.
North Texas,Southern Miss.
Southern Miss.,Middle Tenn.
Southern Miss.,UAB
Southern Miss.,Charlotte
Old Dominion,Southern Miss.
Western Ky.,Southern Miss.
Southern Miss.,Marshall
Southern Miss.,FIU
Southern Miss.,Fla. Atlantic
Southern Miss.,Louisiana Tech
Southern Miss.,UTSA
Southern Miss.,UTEP
UAB,Southern Miss.
Western Ky.,Southern Miss.
Southern Miss.,Old Dominion
Southern Miss.,UTSA
Southern Miss.,Marshall
Western Ky.,Southern Miss.
Alabama,Southern U.
Baylor,Southern U.
Louisville,Southern U.
George Mason,Southern U.
Western Mich.,Southern U.
N.C. Central,Southern U.
Louisiana,Southern U.
South Dakota St.,Southern U.
Iowa St.,Southern U.
Northwestern St.,Southern U.
California Baptist,Southern U.
Marquette,Southern U.
Prairie View,Southern U.
Texas Southern,Southern U.
Grambling,Southern U.
Jackson St.,Southern U.
Southern U.,Ark.-Pine Bluff
Southern U.,Mississippi Val.
Alabama A&M,Southern U.
Alabama St.,Southern U.
Alcorn,Southern U.
Grambling,Southern U.
Southern U.,Jackson St.
Ark.-Pine Bluff,Southern U.
Mississippi Val.,Southern U.
Southern U.,Alabama A&M
Alabama St.,Southern U.
Southern U.,Alcorn
Prairie View,Southern U.
Southern U.,Texas Southern
Texas Southern,Southern U.
Southern Utah,San Jose St.
Southern Utah,Seattle U
UNLV,Southern Utah
Long Beach St.,Southern Utah
Central Mich.,Southern Utah
Southern Utah,Pepperdine
Southern California,Southern Utah
Montana St.,Southern Utah
Montana,Southern Utah
Idaho St.,Southern Utah
Southern Utah,Weber St.
Southern Utah,Northern Ariz.
Southern Utah,Portland St.
Southern Utah,Sacramento St.
Northern Colo.,Southern Utah
Northern Ariz.,Southern Utah
Eastern Wash.,Southern Utah
Southern Utah,Idaho
Southern Utah,Weber St.
Southern Utah,Idaho St.
Sacramento St.,Southern Utah
NA,NA
Southern Utah,Eastern Wash.
Southern Utah,Idaho
Montana,Southern Utah
Montana St.,Southern Utah
Northern Colo.,Southern Utah
Southern Utah,Idaho St.
NA,NA
Eastern Wash.,Southern Utah
Bucknell,St. Bonaventure
St. Bonaventure,Jackson St.
Niagara,St. Bonaventure
Georgia St.,St. Bonaventure
Boise St.,St. Bonaventure
Akron,St. Bonaventure
St. Bonaventure,Canisius
St. Bonaventure,Delaware St.
St. Bonaventure,Siena
Buffalo,St. Bonaventure
Vermont,St. Bonaventure
Northeastern,St. Bonaventure
Syracuse,St. Bonaventure
George Mason,St. Bonaventure
St. Bonaventure,Saint Joseph's
St. Bonaventure,Fordham
Rhode Island,St. Bonaventure
Dayton,St. Bonaventure
St. Bonaventure,Massachusetts
St. Bonaventure,Richmond
Davidson,St. Bonaventure
St. Bonaventure,Duquesne
VCU,St. Bonaventure
St. Bonaventure,Saint Joseph's
St. Bonaventure,George Mason
St. Bonaventure,La Salle
St. Bonaventure,Fordham
St. Bonaventure,Duquesne
St. Bonaventure,George Washington
Davidson,St. Bonaventure
St. Bonaventure,Saint Louis
St. Bonaventure,George Mason
St. Bonaventure,Rhode Island
NA,NA
Boston College,St. Francis Brooklyn
Richmond,St. Francis Brooklyn
St. Francis Brooklyn,Lafayette
IUPUI,St. Francis Brooklyn
St. Francis Brooklyn,Niagara
St. Francis Brooklyn,Presbyterian
NJIT,St. Francis Brooklyn
St. Francis Brooklyn,UMass Lowell
St. Francis Brooklyn,Saint Peter's
St. John's (NY),St. Francis Brooklyn
St. Francis Brooklyn,Manhattan
Bryant,St. Francis Brooklyn
St. Francis Brooklyn,Wagner
Robert Morris,St. Francis Brooklyn
St. Francis Brooklyn,Saint Francis (PA)
St. Francis Brooklyn,Sacred Heart
St. Francis Brooklyn,LIU Brooklyn
Fairleigh Dickinson,St. Francis Brooklyn
St. Francis Brooklyn,Mount St. Mary's
Central Conn. St.,St. Francis Brooklyn
Sacred Heart,St. Francis Brooklyn
St. Francis Brooklyn,Wagner
Fairleigh Dickinson,St. Francis Brooklyn
St. Francis Brooklyn,LIU Brooklyn
St. Francis Brooklyn,Central Conn. St.
Saint Francis (PA),St. Francis Brooklyn
Robert Morris,St. Francis Brooklyn
St. Francis Brooklyn,Bryant
Mount St. Mary's,St. Francis Brooklyn
Robert Morris,St. Francis Brooklyn
St. John's (NY),Loyola Maryland
St. John's (NY),Bowling Green
St. John's (NY),Rutgers
St. John's (NY),California
St. John's (NY),VCU
St. John's (NY),UMES
St. John's (NY),Georgia Tech
St. John's (NY),Princeton
St. John's (NY),Wagner
St. John's (NY),St. Francis Brooklyn
St. John's (NY),Sacred Heart
Seton Hall,St. John's (NY)
St. John's (NY),Marquette
St. John's (NY),Georgetown
Villanova,St. John's (NY)
DePaul,St. John's (NY)
St. John's (NY),Creighton
Butler,St. John's (NY)
Georgetown,St. John's (NY)
St. John's (NY),Creighton
Duke,St. John's (NY)
St. John's (NY),Marquette
Providence,St. John's (NY)
St. John's (NY),Butler
St. John's (NY),Villanova
Providence,St. John's (NY)
St. John's (NY),Seton Hall
Xavier,St. John's (NY)
DePaul,St. John's (NY)
Xavier,St. John's (NY)
St. John's (NY),DePaul
Marquette,St. John's (NY)
Stanford,Seattle U
Stanford,UNCW
North Carolina,Stanford
Wisconsin,Stanford
Florida,Stanford
Stanford,Middle Tenn.
Stanford,Portland St.
Kansas,Stanford
Stanford,Eastern Wash.
Stanford,San Jose St.
San Francisco,Stanford
Stanford,Long Beach St.
UCLA,Stanford
Southern California,Stanford
Arizona,Stanford
Stanford,Arizona St.
Washington,Stanford
Stanford,Washington St.
Utah,Stanford
Stanford,Colorado
Stanford,California
Stanford,Oregon St.
Oregon,Stanford
Stanford,Southern California
Stanford,UCLA
Arizona St.,Stanford
Arizona,Stanford
Stanford,Washington St.
Washington,Stanford
California,Stanford
UCLA,Stanford
Missouri St.,Stetson
Southern California,Stetson
Southeastern La.,Stetson
Robert Morris,Stetson
VMI,Stetson
Bethune-Cookman,Stetson
South Fla.,Stetson
Duke,Stetson
Stetson,Western Ill.
Marist,Stetson
UCF,Stetson
Stetson,UNC Asheville
Longwood,Stetson
Liberty,Stetson
Lipscomb,Stetson
North Florida,Stetson
North Ala.,Stetson
FGCU,Stetson
NJIT,Stetson
Lipscomb,Stetson
Jacksonville,Stetson
Stetson,Kennesaw St.
Liberty,Stetson
Jacksonville,Stetson
Stetson,FGCU
NA,NA
Stetson,North Ala.
North Florida,Stetson
Kennesaw St.,Stetson
Stony Brook,George Washington
Stony Brook,South Carolina
Holy Cross,Stony Brook
Stony Brook,Norfolk St.
Stony Brook,Rhode Island
Stony Brook,Norfolk St.
Stony Brook,Quinnipiac
Stony Brook,Manhattan
Brown,Stony Brook
Stony Brook,LIU Brooklyn
Stony Brook,Delaware
Hofstra,Stony Brook
Stony Brook,Quinnipiac
Stony Brook,UNI
Stony Brook,UMass Lowell
Stony Brook,Binghamton
Stony Brook,New Hampshire
Stony Brook,Maine
Stony Brook,Albany (NY)
Vermont,Stony Brook
UMBC,Stony Brook
Stony Brook,Hartford
Stony Brook,Binghamton
Stony Brook,UMass Lowell
Stony Brook,New Hampshire
Albany (NY),Stony Brook
Stony Brook,Maine
Stony Brook,UMBC
Vermont,Stony Brook
Stony Brook,Hartford
Binghamton,Stony Brook
Syracuse,Eastern Wash.
Syracuse,Morehead St.
UConn,Syracuse
Oregon,Syracuse
Syracuse,Colgate
Syracuse,Ohio St.
Syracuse,Cornell
Syracuse,Northeastern
Syracuse,Georgetown
Old Dominion,Syracuse
Buffalo,Syracuse
Syracuse,Arkansas St.
Syracuse,St. Bonaventure
Syracuse,Notre Dame
Syracuse,Clemson
Georgia Tech,Syracuse
Syracuse,Duke
Syracuse,Pittsburgh
Syracuse,Miami (FL)
Virginia Tech,Syracuse
Syracuse,Boston College
Syracuse,Pittsburgh
Florida St.,Syracuse
Syracuse,Boston College
NC State,Syracuse
Syracuse,Louisville
Duke,Syracuse
North Carolina,Syracuse
Syracuse,Wake Forest
Virginia,Syracuse
Clemson,Syracuse
Syracuse,Pittsburgh
Duke,Syracuse
TCU,CSU Bakersfield
TCU,Oral Roberts
TCU,Fresno St.
Lipscomb,TCU
TCU,Eastern Mich.
TCU,Central Mich.
TCU,SMU
TCU,Southern California
TCU,Indiana St.
TCU,Charlotte
TCU,Bucknell
TCU,Indiana St.
TCU,Baylor
Kansas,TCU
Oklahoma,TCU
TCU,West Virginia
Kansas St.,TCU
TCU,Texas
TCU,Florida
Texas Tech,TCU
Baylor,TCU
TCU,Oklahoma St.
TCU,Iowa St.
Kansas,TCU
Oklahoma,TCU
Oklahoma St.,TCU
TCU,Iowa St.
West Virginia,TCU
Texas Tech,TCU
Kansas St.,TCU
TCU,Texas
TCU,Oklahoma St.
Kansas St.,TCU
Temple,La Salle
Temple,Detroit Mercy
Temple,Georgia
Temple,Loyola Maryland
VCU,Temple
Temple,California
Temple,Missouri
Temple,Saint Joseph's
Villanova,Temple
Temple,Massachusetts
Temple,Davidson
Temple,Drexel
UCF,Temple
Temple,Wichita St.
Temple,Houston
Temple,South Fla.
Temple,East Carolina
Penn,Temple
Temple,Memphis
Cincinnati,Temple
Houston,Temple
Temple,Tulane
Temple,UConn
Tulsa,Temple
Temple,SMU
Temple,South Fla.
Temple,Tulsa
Memphis,Temple
Temple,Tulane
Temple,UConn
Temple,UCF
Wichita St.,Temple
Tennessee,Louisiana
Tennessee,Georgia Tech
Tennessee,Louisville
Kansas,Tennessee
Tennessee,Eastern Ky.
Tennessee,A&M-Corpus Christi
Tennessee,Gonzaga
Tennessee,Memphis
Tennessee,Samford
Tennessee,Wake Forest
Tennessee,Tennessee Tech
Tennessee,Georgia
NA,NA
Tennessee,Florida
Tennessee,Arkansas
Tennessee,Alabama
Tennessee,Vanderbilt
Tennessee,West Virginia
Tennessee,South Carolina
Tennessee,Texas A&M
Tennessee,Missouri
Tennessee,Florida
Tennessee,South Carolina
Kentucky,Tennessee
NA,NA
LSU,Tennessee
Tennessee,Ole Miss
Tennessee,Kentucky
Tennessee,Mississippi St.
Auburn,Tennessee
Tennessee,Mississippi St.
Tennessee,Kentucky
NA,NA
Lipscomb,Tennessee St.
Little Rock,Tennessee St.
CSUN,Tennessee St.
Kentucky,Tennessee St.
Western Ky.,Tennessee St.
Tennessee St.,Coppin St.
N.C. A&T,Tennessee St.
Akron,Tennessee St.
Memphis,Tennessee St.
Vanderbilt,Tennessee St.
Tennessee Tech,Tennessee St.
Jacksonville St.,Tennessee St.
Tennessee St.,Eastern Ky.
Morehead St.,Tennessee St.
Tennessee St.,Tennessee Tech
Belmont,Tennessee St.
Austin Peay,Tennessee St.
Murray St.,Tennessee St.
Tennessee St.,UT Martin
Tennessee St.,Southeast Mo. St.
Tennessee St.,Morehead St.
Eastern Ky.,Tennessee St.
Belmont,Tennessee St.
Jacksonville St.,Tennessee St.
SIUE,Tennessee St.
Tennessee St.,Eastern Ill.
Southeast Mo. St.,Tennessee St.
UT Martin,Tennessee St.
Memphis,Tennessee Tech
Presbyterian,Tennessee Tech
Savannah St.,Tennessee Tech
North Carolina,Tennessee Tech
Michigan St.,Tennessee Tech
Tennessee Tech,La.-Monroe
Winthrop,Tennessee Tech
Chattanooga,Tennessee Tech
Kennesaw St.,Tennessee Tech
Tennessee Tech,Savannah St.
Tennessee,Tennessee Tech
Tennessee Tech,Tennessee St.
Belmont,Tennessee Tech
Tennessee Tech,SIUE
Eastern Ill.,Tennessee Tech
Tennessee St.,Tennessee Tech
Jacksonville St.,Tennessee Tech
Morehead St.,Tennessee Tech
Tennessee Tech,Eastern Ky.
Austin Peay,Tennessee Tech
Murray St.,Tennessee Tech
Southeast Mo. St.,Tennessee Tech
UT Martin,Tennessee Tech
Jacksonville St.,Tennessee Tech
Belmont,Tennessee Tech
NA,NA
Morehead St.,Tennessee Tech
SIUE,Tennessee Tech
Tennessee Tech,Eastern Ill.
Texas,Eastern Ill.
Texas,Arkansas
Texas,La.-Monroe
Texas,The Citadel
Texas,North Carolina
Michigan St.,Texas
Radford,Texas
VCU,Texas
Texas,Purdue
Texas,Grand Canyon
Providence,Texas
Texas,UT Arlington
Texas,Kansas St.
Texas,West Virginia
Oklahoma St.,Texas
Texas Tech,Texas
Kansas,Texas
Texas,Oklahoma
TCU,Texas
Georgia,Texas
Texas,Kansas
Iowa St.,Texas
Texas,Baylor
Texas,West Virginia
Kansas St.,Texas
Texas,Oklahoma St.
Oklahoma,Texas
Baylor,Texas
Texas,Iowa St.
Texas Tech,Texas
TCU,Texas
Kansas,Texas
Texas A&M,Savannah St.
UC Irvine,Texas A&M
Gonzaga,Texas A&M
Minnesota,Texas A&M
Washington,Texas A&M
Texas A&M,South Alabama
Texas A&M,Northwestern St.
Texas A&M,Oregon St.
Texas A&M,Valparaiso
Texas A&M,Marshall
Texas Southern,Texas A&M
Arkansas,Texas A&M
Kentucky,Texas A&M
Texas A&M,Alabama
Auburn,Texas A&M
Missouri,Texas A&M
Florida,Texas A&M
Texas A&M,Kansas St.
LSU,Texas A&M
Tennessee,Texas A&M
Ole Miss,Texas A&M
Texas A&M,Missouri
Texas A&M,Georgia
South Carolina,Texas A&M
Texas A&M,Alabama
Texas A&M,Arkansas
LSU,Texas A&M
Texas A&M,Vanderbilt
South Carolina,Texas A&M
Mississippi St.,Texas A&M
Texas A&M,Vanderbilt
Mississippi St.,Texas A&M
Texas Southern,Baylor
Gonzaga,Texas Southern
Iowa St.,Texas Southern
San Diego St.,Texas Southern
Evansville,Texas Southern
Texas Southern,Oregon
Arizona St.,Texas Southern
Georgia,Texas Southern
Tulane,Texas Southern
Lamar University,Texas Southern
Texas Southern,Texas A&M
Texas Southern,Alcorn
Texas Southern,Southern U.
Prairie View,Texas Southern
Grambling,Texas Southern
Texas Southern,Jackson St.
Ark.-Pine Bluff,Texas Southern
Texas Southern,Mississippi Val.
Texas Southern,Alabama St.
Texas Southern,Alabama A&M
Texas Southern,Prairie View
Texas Southern,Grambling
Texas Southern,Jackson St.
Texas Southern,Ark.-Pine Bluff
Texas Southern,Mississippi Val.
Texas Southern,Alabama St.
Texas Southern,Alabama A&M
Texas Southern,Alcorn
Southern U.,Texas Southern
Texas Southern,Southern U.
Texas Southern,Alabama St.
NA,NA
Texas St.,Air Force
Drake,Texas St.
Texas St.,Cal Poly
Texas St.,USC Upstate
Texas St.,Portland
Texas St.,Rice
Texas St.,UTSA
Texas St.,A&M-Corpus Christi
Texas St.,Houston Baptist
Texas St.,UTRGV
Arkansas,Texas St.
Texas St.,Ga. Southern
Georgia St.,Texas St.
Texas St.,Coastal Caro.
Texas St.,Appalachian St.
Texas St.,Little Rock
Texas St.,Arkansas St.
Texas St.,Georgia St.
Ga. Southern,Texas St.
UT Arlington,Texas St.
Texas St.,Appalachian St.
Texas St.,Coastal Caro.
Texas St.,Arkansas St.
Texas St.,Little Rock
La.-Monroe,Texas St.
Texas St.,Louisiana
Texas St.,Troy
South Alabama,Texas St.
UT Arlington,Texas St.
Texas St.,South Alabama
Georgia St.,Texas St.
Texas Tech,Incarnate Word
Texas Tech,Mississippi Val.
Texas Tech,Southeastern La.
Texas Tech,Southern California
Texas Tech,Nebraska
Texas Tech,Northern Colo.
Texas Tech,Memphis
Texas Tech,Ark.-Pine Bluff
Texas Tech,Northwestern St.
Texas Tech,Abilene Christian
Duke,Texas Tech
Texas Tech,UTRGV
Texas Tech,West Virginia
Texas Tech,Kansas St.
Texas Tech,Oklahoma
Texas Tech,Texas
Iowa St.,Texas Tech
Baylor,Texas Tech
Kansas St.,Texas Tech
Texas Tech,Arkansas
Texas Tech,TCU
Kansas,Texas Tech
Texas Tech,West Virginia
Texas Tech,Oklahoma
Texas Tech,Oklahoma St.
Texas Tech,Baylor
Texas Tech,Kansas
Texas Tech,Oklahoma St.
Texas Tech,TCU
Texas Tech,Texas
Texas Tech,Iowa St.
West Virginia,Texas Tech
Clemson,The Citadel
Texas,The Citadel
The Citadel,James Madison
The Citadel,South Fla.
The Citadel,High Point
The Citadel,Mercer
The Citadel,Southeast Mo. St.
The Citadel,Campbell
Longwood,The Citadel
Wofford,The Citadel
Furman,The Citadel
ETSU,The Citadel
Western Caro.,The Citadel
Samford,The Citadel
Chattanooga,The Citadel
UNC Greensboro,The Citadel
The Citadel,VMI
Furman,The Citadel
Wofford,The Citadel
The Citadel,Mercer
ETSU,The Citadel
Western Caro.,The Citadel
Chattanooga,The Citadel
The Citadel,Samford
UNC Greensboro,The Citadel
VMI,The Citadel
Samford,The Citadel
Toledo,Oakland
Wright St.,Toledo
Toledo,FGCU
Toledo,Louisiana
Toledo,UC Irvine
Toledo,North Ala.
Toledo,Cleveland St.
Toledo,Detroit Mercy
Toledo,Marshall
Toledo,Middle Tenn.
Toledo,Cornell
Toledo,Penn
Ball St.,Toledo
Buffalo,Toledo
Toledo,Western Mich.
Toledo,Miami (OH)
Toledo,Ohio
Kent St.,Toledo
Toledo,Central Mich.
Toledo,Miami (OH)
Toledo,Northern Ill.
Toledo,Akron
Toledo,Bowling Green
Buffalo,Toledo
Eastern Mich.,Toledo
Toledo,Northern Ill.
Toledo,Ball St.
Toledo,Central Mich.
Toledo,Western Mich.
Toledo,Eastern Mich.
Northern Ill.,Toledo
Virginia,Towson
Pepperdine,Towson
Fla. Atlantic,Towson
North Dakota St.,Towson
Towson,Loyola Maryland
Vermont,Towson
George Washington,Towson
Morgan St.,Towson
Towson,UMBC
Towson,Tulane
La Salle,Towson
Towson,Elon
William & Mary,Towson
Col. of Charleston,Towson
UNCW,Towson
Cornell,Towson
James Madison,Towson
Drexel,Towson
Towson,Delaware
Towson,Northeastern
Hofstra,Towson
Towson,UNCW
Col. of Charleston,Towson
Towson,James Madison
Delaware,Towson
Towson,Drexel
Hofstra,Towson
Northeastern,Towson
William & Mary,Towson
Elon,Towson
James Madison,Towson
Saint Louis,Troy
Pittsburgh,Troy
Southern Miss.,Troy
Troy,Central Ark.
Troy,North Ala.
Austin Peay,Troy
Florida St.,Troy
Troy,Western Ky.
Troy,UAB
Troy,Ark.-Pine Bluff
Coastal Caro.,Troy
Troy,Appalachian St.
Little Rock,Troy
Troy,Arkansas St.
Ga. Southern,Troy
Troy,Georgia St.
La.-Monroe,Troy
Louisiana,Troy
South Alabama,Troy
Little Rock,Troy
Troy,Arkansas St.
Georgia St.,Troy
Ga. Southern,Troy
South Alabama,Troy
Texas St.,Troy
UT Arlington,Troy
